Product Name,SKU,Price,Description,Image URL,Link
Le Gauloise (Chartreuse Substitute) Yellow Herbal Liqueur  (750ml),1782958,$39.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1782958&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=311
Papalin 4 Year Old Haiti Rum (750ml),1675554,$74.99,,https://cdn.klwines.com/images/skus/generated_638382710249823824_1675554m.jpg,https://www.klwines.com/p/i?i=1675554&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=312
Saint Benevolence Clairin Rum (750ml),1547970,$29.99,"Saint Benevolence rums are the brianchild of Calvin and Chase Babcock, a father and son team with a charitable mission in Haiti going back through 40 years of service. Calvin began working with Habitat for Humanity in Haiti in 1979 as part of a construction team. In 2002 Calvin founds Living Hope Haiti along with Saint Michel native, Reverend Gueillant Dorcinvil to provide life saving medical care and education in Haiti. In 2017, Calvin and his son Chase launch the St. Benevolence brand to merge their love of rum with their charitable efforts. The sale o...",https://cdn.klwines.com/images/skus/1547970m.jpg,https://www.klwines.com/p/i?i=1547970&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=313
"Optimist ""Cali Amaro"" Distilled Non-Alcoholic Spirit (500ml)",1665084,$29.99,"Zero proof Cali Amaro is inspired by the sunshine, citrus groves and the diverse cultures that make LA, LA.  Made with organic botanicals including orange, pink grapefruit, mandarin, bay laurel and wormwood, it's full of citrus, wood, and deeply bitter.  Sip it straight over ice, add a splash of sparkling water or tonic, or use as a base for more complex cocktails. You’ll love this if you love any proper Amari, Negronis, red bitters and LA, despite the traffic - because you can take this one on the road!  And 2 percent of all sales go to support charitab...",https://cdn.klwines.com/images/skus/1665084m.jpg,https://www.klwines.com/p/i?i=1665084&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=314
"Laherte Freres Extra Brut ""Ultradition"" Champagne 375ml",1670372,$29.99,We only recieved 12 of these half bottles!,https://cdn.klwines.com/images/skus/shiner_sparkling_m.jpg,https://www.klwines.com/p/i?i=1670372&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=315
Gold Bar Premium Blended American Whiskey (50ml),1787192,$6.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1787192&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=316
"2021 Tornatore ""Pietrarizzo"" Etna Rosso",1769762,$49.99,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1769762&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=317
Early Times Bottled In Bond Kentucky Straight Bourbon Whisky (1L),1605524,$18.99,"This famous old brand is back and better than ever. After a long history, Early Times bourbon is one of Kentucky's most storied brands. Revitalized, the new version is available only as a bottled in bond product in liter bottles. The recent change in ownership from Brown Forman to Sazerac means that we're finally seeing this wonderful old brand in California. The juice should still be from the Brown Forman Shiveley plant, where the Old Forester brand is currently being produced. Eventually production may transition from Louisville to Frankfort. In the me...",https://cdn.klwines.com/images/skus/1605524m.jpg,https://www.klwines.com/p/i?i=1605524&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=318
2013 Trimbach Clos Ste Hune Riesling (1.5L),1429170,$599.99,"96 points John Gilman: ""The 2013 vintage of Clos Ste. Hune is one of the finest young vintages of this great wine that I have ever had the pleasure to taste. As the US importer was out of sample bottles of this wine, Jean Trimbach very kindly intervened and arranged for a sample magnum to be sent, which made some of my friends very happy when I shared it with them! The wine is nicely cool in profile in 2013, coming in at 12.5 percent octane and offering up beautiful precision in its youthful bouquet of pink grapefruit, tart orange, a touch of petrol, a b...",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1429170&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=319
2022 Giornata Paso Robles Montepulciano,1785218,$29.95,,https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1785218&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=320
2023 Hall Vineyards Napa Valley Sauvignon Blanc,1786654,$29.95,,https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1786654&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=321
"2019 Domaine Bruno Clavelier Chambolle-Musigny 1er Cru ""La Combe d'Orveau"" Vieilles Vignes",1615784,$239.99,"93-96 points Jasper Morris: ""9 barrels of which 3 are new. Grown on a white oolitic soil with calcite crystals. Fine brisk pink purple, with beautiful elegance to the nose. Sublime deep sweet red fruit with rose petals, showing the oak a touch more. Really classy, mouth-filling wine with a long red fruit finish."" (11/2020)   91-94 points Burghound: ""A wonderfully elegant and expressive nose combines a plethora of floral wisps with those of anise and clove-inflected red currant scents. The rich and nicely voluminous middle weight flavors exude a bracing m...",https://cdn.klwines.com/images/skus/1615784m.jpg,https://www.klwines.com/p/i?i=1615784&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=322
2020 Come Isambert Poire Cider 750ml,1786134,$26.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1786134&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=323
"2019 Bodegas Muga ""Torre Muga"" Rioja",1754318,$119.99,"98 points Jeb Dunnuck: ""98+ points ""The 2019 Torre Muga is always a more powerful, ripe expression of Rioja that never loses its sense of place. Deep ruby/purple, with a glorious bouquet of cassis, graphite, tobacco leaf, chocolate, and crushed stone, it hits the palate with medium to full-bodied richness, a deep, pure, multi-dimensional texture, building tannins, and good acidity. It's young, unevolved, yet oh, so promising. Hide bottles for 7-8 years if you can, and it will cruise for 20-30 years. The blend is 80% Tempranillo and the balance Mazuelo an...",https://cdn.klwines.com/images/skus/1754318m.jpg,https://www.klwines.com/p/i?i=1754318&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=324
Wilde Irish Gin (750ml),1711337,$34.99,"Wilde Irish Gin opens with floral notes and balanced bitter orange, complemented by hints of wild Irish heather and chamomile, followed by a citrus-forward kiss and soft juniper finish. Born in Ireland, Wilde Irish Gin boldly pays tribute to the brilliance, charm, and wit of Oscar Wilde with every drop of liquid. Distilled in West Cork, Ireland, by the country's first female master distiller, using only the finest botanicals, meticulously blended with pure Irish spring water. Made of 100% wheat-based neutral spirit, Wilde Irish Gin undergoes a 16-18 hour...",https://cdn.klwines.com/images/skus/1711337m.jpg,https://www.klwines.com/p/i?i=1711337&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=325
Seventy One Gin (750ml),1786647,$169.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1786647&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=326
"Smokeye Hill ""Heirloom Blue Corn"" Barrel Proof Indiana Straight Bourbon Whiskey (750ml)",1753381,$79.99,"Composed of a unique mash of blue corn, yellow corn, rye, and malted barley, Smokeye Hill's ""Heirloom Blue Corn"" ages a minimum of five years in white American oak barrels in a variety of char levels and sizes. It's bottled nonchillfiltered at barrel proof. Sensory notes from the distiller: ""AROMA: Creme brulee, vanilla, tobacco, leather, dark wood. FLAVOR: Robust vanilla, caramelized brown sugar, honey nougat and oak. Rich tobacco, leather, and oak.""",https://cdn.klwines.com/images/skus/1753381m.jpg,https://www.klwines.com/p/i?i=1753381&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=327
Skyy Vodka 1.75L,640009,$39.99,Special Order Only!  Will take 3-7 days to receive this product before it can be shipped.,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=640009&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=328
2024 Studio By Miraval Côtes de Provence Rosé,1787587,$15.99,,https://cdn.klwines.com/images/skus/shiner_rose_m.jpg,https://www.klwines.com/p/i?i=1787587&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=329
"2023 Venica ""Ronco delle Mele"" Collio Sauvignon",1783927,$58.99,"Venica Collio Sauvignon ""Ronco delle Mele"" is a highly acclaimed Sauvignon Blanc from the Collio region in Friuli, Italy. Known for its aromatic intensity and elegance, it offers a nose of tropical fruit, grapefruit, and elderflower, with mineral and herbal undertones. The palate is fresh and vibrant, with balanced acidity and a long, crisp finish. Grown on the steep, terraced Ronco delle Mele vineyard, the wine reflects the unique terroir of the region and pairs beautifully with seafood, goat cheese, and vegetarian dishes.",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1783927&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=330
Los Cantiles Blanco Palmilla Sotol (750ml),1786143,$99.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1786143&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=331
Southern Comfort Liqueur (750ml),630032,$14.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=630032&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=332
Glen Grant 12 Year Old Single Malt Scotch Whisky (750ml),1278077,$49.99,"The Glen Grant line-up has been completely revamped. Fresh with new packaging and a new 12 year old expression that is to single malt what refreshing lager is to beer. The new 12 year is everything classic Highland Scotch should be: soft, full of fruit and vanilla, and easy to drink. The price is another reason to love the new Glen Grant. It's affordable and delicious without sacrificing quality, complexity, or an age statement on the bottle! Sometimes you just want an old fashioned bottle of classic single malt for a good price. This is that bottle.",https://cdn.klwines.com/images/skus/generated_638434663998497145_1278077m.jpg,https://www.klwines.com/p/i?i=1278077&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=333
"2000 Ardbeg 23 Year ""Y2K"" Islay Single Malt Scotch Whisky (750ml)",1770610,$749.99,,https://cdn.klwines.com/images/skus/1770610m.jpg,https://www.klwines.com/p/i?i=1770610&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=334
"2021 Lingua Franca ""Bunker Hill"" Eola-Amity Hills Chardonnay",1700405,$69.95,"98 points Jeb Dunnuck: ""Taking things to the next level, the 2021 Chardonnay Bunker Hill offers heightened precision in its focused and brilliant aromas of flint, lifted citrus of Meyer lemon zest, pristine green apple, and basil. The palate is explosive, with loads of pristine, distilled fruit of bright green apple and lime, but it’s not austere. It has a soft stony, silky texture and a finish that lasts for days, with fantastic density and a note of citrus oil. The pure, transparent nature of this wine is next level. The best Chardonnay I have tasted f...",https://cdn.klwines.com/images/skus/1700405m.jpg,https://www.klwines.com/p/i?i=1700405&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=335
"2021 J. Lohr ""South Ridge"" Paso Robles Syrah (Previously $15)",1684678,Hidden,"93 points Wine Enthusiast: ""***Top 100 Best Buys of 2023 - #1*** This is a very satisfying Syrah for 
a rather stunning price. Lush and generous aromas of baked berry, hot spice cake and a touch of
 crushed rock show on the nose. The palate is brooding in cassis, boysenberry pudding and baking spice 
flavors, framed by impressively deep tannins. *Best
Buy* (MK)"" (06/2023)",https://cdn.klwines.com/images/skus/1684678m.jpg,https://www.klwines.com/p/i?i=1684678&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=336
"Compass Box ""Nectarosity"" Blended Scotch Malt Whisky (750ml)",1786920,$59.99,,https://cdn.klwines.com/images/skus/generated_638641733517910577_1786920m.jpg,https://www.klwines.com/p/i?i=1786920&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=337
Alambique Serrano Blend #2 Oaxacan Rum (750ml),1702865,$74.99,"The incredible Alambique Serrano brand comes from the Krassel brothers in the mountaineous Cañada region of Oaxaca. High in the cloud forests, the brothers continue the tradition their father Max began when he immigrated to the region in 1917. The Cañada Rum is distilled on hand built pot and column stills without the use of any modern technology. This blend is made from organically farmed Java, a cane varietal harvested between 2,800-3,500 feet above sea level. After crushing the cane, the juice is immediately pumped into tanks where it undergoes open-a...",https://cdn.klwines.com/images/skus/1702865m.jpg,https://www.klwines.com/p/i?i=1702865&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=338
Myers's Platinum White Jamaican Rum 1.0 L (Spec. Order),600036,$13.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=600036&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=339
"2018 Fromm ""Cuvée H"" Pinot Noir Marlborough",1518624,$25.99,"95 points Bob Campbell: ""A blend of Fromm's single vineyard wines that's right up to their very high standards. A solid core of ripe cherry and berry, with a seasoning of savoury, dried herb, spice and nutty oak characters."" (04/2020)   95 points James Suckling: ""This has a rich array of red cherries and blueberries with a sappy and herbal edge. The palate rolls out attractively mouth-filling, fleshy pinot fruit and carries a long, plush and building wave of tannin. Dark-cherry finish."" (12/2020)   95 points Sam Kim: ""Offering wonderful fruit purity and ...",https://cdn.klwines.com/images/skus/1518624m.jpg,https://www.klwines.com/p/i?i=1518624&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=340
"Kentucky Owl ""Confiscated"" Kentucky Straight Bourbon Whiskey (750ml)",1419444,$99.99,"91 points Whisky Advocate: ""The nose is spiced—cinnamon, allspice, clove, pepper—and rich with cooked fruit—blueberry jam, stewed plums, pomegranate molasses—as well as roasted peanuts, vanilla, and oak. In the mouth, there’s more liveliness, with Big Red gum, cherry pie, blackberry cobbler, peanuts, and cinnamon-apple coffee cake. It wraps up beautifully, with chili-chocolate, roasted nuts, and cigar end. Kentucky Owl doesn’t disclose the ages of the bourbons used in this bottling, but the balance of maturity on the nose and verve on the palate work to ...",https://cdn.klwines.com/images/skus/1419444m.jpg,https://www.klwines.com/p/i?i=1419444&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=341
"2020 Rudi Pichler Gruner Veltliner ""Ried Hochrain"" Smaragd",1753964,$59.99,"92 points Wine Enthusiast: ""This starts out fragrant and pungent, yet it is delicate, offering legume and white pepper notes that are typical, but then lily and quince flavors are introduced. Seductive texture puts a bow around it, making it an interesting expression of the classic. Drink now through 2032. (AZ)"" (09/2022)   90 points Wine Spectator: ""This version's main themes are peach and elderflower flavors, which are shaded by grapefruit pith and grassy accents. Fresh and taut, with a stony note emerging on the lingering finish. (BS)"" (05/2022)",https://cdn.klwines.com/images/skus/1753964m.jpg,https://www.klwines.com/p/i?i=1753964&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=342
Bailoni Wachauer Gold-Apricot Austrian Liqueur (750ml),1776168,$36.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1776168&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=343
"2019 La Zorra ""Teso"" Blanco Sierra de Salamanca",1565348,$20.99,"Grown in the Las Batuecas Sierra de Francia Natural Park, a UNESCO protected as a national park biosphere reserve, near the Portuguese border due west from Madrid. This is a mountain blend of rufete blanco, palomino fino, viura, and moscatel de grano menudo. This skin-contact white wine.",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1565348&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=344
"Starward ""Bourbon #2"" Single Malt Australian Whisky (750ml)",1786918,$89.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1786918&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=345
"2020 Hendry ""Estate"" Napa Valley Proprietary Red",1787175,$39.95,"95 points Wine Enthusiast: ""Aromas of cherry pit and crushed almond are followed by flavors of black fruits, pine tar and a pleasing smokiness. Rustic and pleasurable, this red blend is both captivating and surprising – it feels like a classic expression of old Napa Valley Bordeaux-style blends with a mouthwatering palate and lightly grippy tannins. Delicious. (EB)"" (09/2024)",https://cdn.klwines.com/images/skus/genericred-m.jpg,https://www.klwines.com/p/i?i=1787175&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=346
"2023 Edetaria ""Via Terra"" Garnacha Blanca Terra Alta",1787562,$14.99,"This is a very exciting Garnacha Blanca value. This hints at the depths that the grape can take you, especially in this corner of Spain! It starts off a little shy, but Garnatxa Blanca is like that sometimes, with a chance to open up the wine blossoms.  Honey Crisp apples, sultanas, a little pear skin spice, a savoriness that keeps the fruit in check as well as a pulverized mineral dustiness over everything. It is medium light bodied with a round mid-palate and a crisp but not tart finish. The flavors are an intriguing blend dried apple, and sultana with...",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1787562&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=347
"Taaka ""100 Proof"" Vodka (750ml)",1786882,$6.49,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1786882&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=348
2022 Domaine Vacheron Sancerre,1682206,$41.99,"The Vacheron vineyards are all close to the village of Sancerre itself and have been in the family for 9 generations. Today, this domaine is run by two cousins, the Messieurs Vacheron. Both have sons studying viticulture to carry on the family tradition. The vineyards cover 34 hectares with two principal soil types; ""silex"" and ""caillotte"" or chalk. Organic viticulture has been a goal of the family for a number of years; as of 2003, the entire estate is certified organic. The following year the winery was converted completely to biodynamic agriculture—to...",https://cdn.klwines.com/images/skus/1682206m.jpg,https://www.klwines.com/p/i?i=1682206&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=349
2021 Patz & Hall Sonoma Coast Pinot Noir,1783859,$39.95,"96 points Decanter: ""Delightful, extra juicy red and black fruits give graciously and generously with a mouth-filling texture and soft, silky tannins. The coolness of the Sonoma Coast takes the salty sea air and places it squarely on the grapes to give this wine a lovely saline finish. The great structural envelope will protect this wine for the future. It will last and last.""",https://cdn.klwines.com/images/skus/shiner_red_burgundy_m.jpg,https://www.klwines.com/p/i?i=1783859&searchId=2a5ab9be-402b-4d51-8f1f-f0cfaaefa54f&searchServiceName=klwines-prod-productsearch&searchRank=350
Amass Los Angeles Dry Gin (750ml),1380759,$39.99,"91 points Wine Enthusiast: ""There’s a lot going on in this gin, made with a mix of 29 botanicals, including California grapefruit, California bay leaf and a duo of mushrooms. Yet somehow, it all comes together: the opening salvo is spicy and bold with anise, pepper, and clove, before moving to a waxy lemon peel and juniper midpalate and finishing dry and dusty with suggestions of cocoa powder, coriander, and spicy grains of paradise. (KN)"" (08/2019)   K&L Notes: AMASS Gin is an expression of a particular place, in this case, Los Angeles. 11 of the gins 2...",https://cdn.klwines.com/images/skus/1380759m.jpg,https://www.klwines.com/p/i?i=1380759&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=351
"Starward ""Ginger Beer Cask #7"" Single Malt Australian Whisky (750ml)",1786919,$89.99,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1786919&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=352
Wilderness Trail (Black Label) Bottled In Bond Sweet Mash High-Rye Bourbon Whiskey (750ml),1459653,$49.99,"According to Whiskey Advocate: ""Although Louisville’s Kentucky Peerless Distillery uses sweet mash to create its rye and bourbon, Baker and Heist believe that Wilderness Trail was the first Kentucky distillery to embrace the process as the sole mashing technique. (In fact, Baker and Heist assisted Peerless in selecting their yeast strains and designing their sweet mash process.) As with clean steam, sweet mashing—rather than the practice of sour mashing, where a small amount of fermented mash is included in the following batch—is meant to produce a softe...",https://cdn.klwines.com/images/skus/1459653m.jpg,https://www.klwines.com/p/i?i=1459653&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=353
Pere Magloire V.S.O.P Calvados (750ml),1667179,$34.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1667179&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=354
"Glen Grant 15 Year Old ""Batch Strength"" 1st Edition Single Malt Scotch Whisky (750ml)",1524269,$69.99,"92 points Whisky Advocate: ""Bright, fresh, and sweet on the nose, with green apple, melon, sugared lemon slice, almond cream, vanilla, and a hay field in the sun. The proof gives this ample body and allows flavors of fizzy lemon, fresh ginger, orange scone, caramel-dipped apple, honeysuckle, and toasted coconut to spread out over a layer of savory oak. It’s not quick to move on, lingering with a rounded finish of white pepper, fresh ginger, lemon oil, and oak. *Editors' Choice* (SSB, Spring 2021)""",https://cdn.klwines.com/images/skus/1524269m.jpg,https://www.klwines.com/p/i?i=1524269&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=355
Seagram's VO Canadian Whisky (750ml),1786883,$12.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1786883&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=356
"Pacific House ""Umami"" Gin (750ml)",1787191,$27.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1787191&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=357
Corazon Expressiones George T. Stagg Aged Anejo Tequila (750ml),1162921,$79.99,"In 2010, Sazerac -- the company which owns Buffalo Trace distillery, home of many legendary Bourbons -- began a tequila project with distiller Miguel Cedeno Cruz, which would take tequila from Tequila San Matias distillery in Jalisco and age it in whiskey barrels from Sazerac's most famous expressions. Taking used casks from George T. Stagg, the powerful and over-proofed beast that has Bourbon collectors everywhere in a frenzy, the folks from Corazon aged this anejo expression for 22 months, resulting in a powerful and spicy tequila that starts with pepp...",https://cdn.klwines.com/images/skus/1162921m.jpg,https://www.klwines.com/p/i?i=1162921&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=358
Big House Peach Bourbon (750ml),1729421,$5.00,,https://cdn.klwines.com/images/skus/shiner_spirits_m.jpg,https://www.klwines.com/p/i?i=1729421&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=359
Bittermens Amère Sauvage Alpine Gentian Liqueur 375ml,1083424,$11.99,"Bitter liqueurs, whether you're talking about traditional French aperitifs or Italian Amari, generally contain a fair amount of gentian root. The  Amère Sauvage from Bittermens, makers of some of our favorite new bitters and tinctures, uses French yellow gentian root for this lovely, unique bitter liqueur. Use it in a White Negroni or drink it long with club soda for a late night pick-me-up. A little goes a long way with this formulation.",https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1083424&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=360
Courvoisier VSOP Cognac (750ml),690005,$39.99,"92 points Wine Enthusiast: ""Deep amber and bright in the glass, look for cedar, vanilla bean and coconut accented by peach and a light violet note. It's light and silky, with a bracing flicker of alcohol heat. *Best Buy* (KN)"" (12/2015)   K&L Notes: Special Order Only! Special order items are not in stock and are dependent upon quantity available from distribution. All special orders are final and non-refundable. Will take 3-7 days to receive this product.   A blend of Petite and Grande Champagne, aged from eight to twelve years. Very fruity nose with hi...",https://cdn.klwines.com/images/skus/690005m.jpg,https://www.klwines.com/p/i?i=690005&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=361
Mayenda Reposado 100% Agave Azul Tequila (750ml),1787577,$59.99,,https://cdn.klwines.com/images/skus/shiner_na-m.jpg,https://www.klwines.com/p/i?i=1787577&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=362
Rain All Natural Vodka (750ml),1012864,$12.99,"Wine Enthusiast: ""The vodka inside the pretty rainbow-shaped bottle reads almost like a light rum. It has a sweet, marshmallow-like fragrance as well as a sweet vanilla flavor, unmitigated by ice. Very smooth. Made from organic white corn and distilled seven times. (KN)"" (07/2011)",https://cdn.klwines.com/images/skus/1012864m.jpg,https://www.klwines.com/p/i?i=1012864&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=363
"2018 Marqués de Murrieta ""Capellanía"" Blanco Rioja",1734397,$104.99,"96 points James Suckling: ""Mineral, macadamia, pine nuts, white sesame and white fruit with a touch of spice. A bright and linear Capellania that shows excellent tension, freshness and complexity. Long and appetizing finish. More taut and gastronomic now. 100% viura. Drink now or hold."" (08/2023)   95 points Tim Atkin: ""The cooler 2018 vintage was ideally suited to the production of high-quality whites like this pure Viura from a six-hectare plateau at 485 metres within the extensive Castillo Ygay estate. Modern, perfumed and poised, it has finely integr...",https://cdn.klwines.com/images/skus/shiner_white_m.jpg,https://www.klwines.com/p/i?i=1734397&searchId=2cef10f6-0b9b-4c91-9d19-104e81e79505&searchServiceName=klwines-prod-productsearch&searchRank=364
